'NOFACTURA','FECHA','NOVENTA','RFCCLIENTE'
9061,15/07/16,434671,'CAVA600327V21'
9062,27/04/12,92393,'VIAL551004A43'
9063,10/02/13,291135,'VACR620410C57'
9064,20/03/16,246835,'ASCP051123A14'
9065,02/07/16,334812,'GICH791213G42'
9066,15/11/14,544564,'MAPM090721MAP'
9067,08/12/13,31160,'COMC800128C34'
9068,22/06/15,59369,'HEBM770205B15'
9069,17/02/12,211469,'DOLC761003D23'
9070,06/07/12,390006,'ESPM841019E34'
9071,07/02/10,39866,'PICM760218P8'
9072,11/12/14,213253,'SUFN800507F14'
9073,11/03/10,324121,'GAGA691203G37'
9074,04/02/11,293161,'VABD440414B27'
9075,13/01/12,37211,'VIMR900212V0'
9076,12/09/15,388220,'NESM620209S14'
9077,16/06/13,311343,'ASJE480707J29'
9078,30/08/14,278934,'CRNF050519C11'
9079,04/11/13,168051,'RUOC961122R13'
9080,18/08/13,401826,'ALCM631002C37'
9081,12/10/12,438072,'GOSY891210S10'
9082,25/04/14,399210,'GAPH880309P12'
9083,04/01/13,536503,'HEDU770727HED'
9084,19/02/10,166711,'FEAB920423F17'
9085,16/12/12,373520,'PADF960327P31'
9086,12/05/11,335190,'MIBA860706M53'
9087,31/12/16,225143,'ROGC580818G24'
9088,21/04/14,376445,'COVD540903V46'
9089,18/09/15,84521,'INV060402DCC'
9090,08/04/15,211779,'FLNG940818FLN'
9091,22/04/16,436973,'CASA840323S16'
9092,27/02/16,74185,'PRHC800927H19'
9093,02/09/10,366410,'ABLA500818L41'
9094,27/08/12,203420,'GUSD511006S9'
9095,02/08/14,323075,'RUAT750530RUA'
9096,08/05/13,522499,'ALHJ790415A13'
9097,19/11/15,371176,'MANM601116M52'
9098,24/10/15,373309,'PANN690416N10'
9099,16/02/13,389561,'LEPI630919P44'
9100,04/12/14,194736,'MOFJ750411M0'
9101,06/12/11,447651,'HECA531023C25'
9102,15/02/17,379274,'AGOR430928O58'
9103,07/03/16,133873,'MIVF630616V9'
9104,15/01/12,112250,'VIRI490513R25'
9105,20/04/12,528440,'ULAA710919ULA'
9106,31/07/11,463297,'PASL780518PAS'
9107,27/09/11,84217,'RUAC710422R48'
9108,21/09/14,355318,'JIPE780215J43'
9109,18/12/14,548245,'DEVM830813D25'
9110,09/09/16,289779,'NAGP620713G33'
9111,01/10/12,176022,'HIEB920511H24'
9112,11/11/15,90650,'VEBM520529B0'
9113,30/10/12,47846,'MOVN811102M21'
9114,24/05/15,542545,'GAPR720122G40'
9115,28/04/12,51260,'PRAL751216P16'
9116,29/01/11,348689,'ANLJ930127A2'
9117,15/03/13,290800,'ORRR680914ORR'
9118,10/02/16,440524,'GAYM880208GAY'
9119,30/03/11,328168,'MAFM431221F27'
9120,16/05/13,88129,'GOSJ870808S36'
9121,27/01/13,404543,'LOMJ600612L41'
9122,16/10/14,16220,'ORVS890713V40'
9123,11/09/10,28629,'SOVN670818S11'
9124,28/06/15,204922,'HESM530706S24'
9125,11/06/14,508296,'AGAE880912A22'
9126,04/11/12,300496,'RAEE730422R10'
9127,26/09/10,104508,'LOMO871117L23'
9128,15/05/13,289448,'ALFA911109A46'
9129,19/10/12,10797,'MACN610514C6'
9130,14/01/12,287209,'SUDM760821D35'
9131,08/11/11,549253,'ZURI841111R51'
9132,02/12/13,78123,'PERS800220P8'
9133,09/11/13,202544,'ESPM630224P35'
9134,16/12/10,274087,'JUDM680801D59'
9135,02/06/13,274175,'MOFE870810M24'
9136,09/01/12,121643,'CAMM860821CAM'
9137,10/05/12,484471,'MAIA030606M47'
9138,05/10/11,75012,'COPR990220COP'
9139,25/12/11,71374,'LOMM640411M17'
9140,11/11/11,253986,'BOPJ650701B59'
9141,09/02/13,62969,'LIDG640813D43'
9142,29/04/16,176050,'COMC821012M32'
9143,21/01/11,236072,'MASA800805M10'
9144,21/04/14,381213,'PEGT761020G9'
9145,22/04/17,466827,'BOLN800613B17'
9146,05/04/16,82283,'ROCC730625C37'
9147,16/10/10,81905,'LONL640305N43'
9148,25/06/11,123179,'SAGA610426S8'
9149,25/11/10,103319,'SOBE730105S17'
9150,07/03/14,290569,'YENL820714Y59'
9151,30/05/10,445903,'PRCE661020C28'
9152,13/07/16,101362,'RAPS740122R19'
9153,25/04/10,479396,'SASJ790308S41'
9154,11/04/10,183710,'SAL081219RZC'
9155,22/06/12,319688,'RUAN650420RUA'
9156,18/03/15,373485,'CRRG650804R33'
9157,30/01/14,527858,'ROMO090716R15'
9158,15/08/15,221995,'DEME790428D24'
9159,06/02/16,382523,'DUMJ691019D35'
9160,18/05/12,427953,'SUML810817S29'
9161,16/10/15,290447,'SAME770604S54'
9162,25/06/10,43789,'ORSE040515O32'
9163,29/03/12,378513,'JIME870303J34'
9164,29/06/11,271786,'ALMJ540220M3'
9165,27/03/12,308672,'MOBA040724MOB'
9166,16/06/15,206953,'VEHD700531V24'
9167,07/02/13,191183,'FRMN651101M59'
9168,20/09/12,397690,'ALCL840627C39'
9169,23/10/12,78381,'ALPM900705A23'
9170,29/05/16,87981,'LEPI991021L36'
9171,23/05/12,338622,'ESRA871020E12'
9172,22/03/16,226259,'DESI951027D28'
9173,16/07/16,409948,'SAMR670309S41'
9174,04/05/15,215728,'SAAB580416A30'
9175,16/09/12,87704,'CS 991111WFV'
9176,29/01/12,67948,'CON031031ZKE'
9177,06/01/17,461834,'CADD640611C20'
9178,15/03/14,25207,'PEL941114PEL'
9179,13/06/12,531229,'HEMT010504H50'
9180,19/12/15,466898,'GANJ810426N34'
9181,23/07/13,23227,'HIMD680615M38'
9182,17/02/15,392835,'FECM720814C51'
9183,03/03/14,421731,'PENL740922P12'
9184,22/05/13,53224,'PESA791122S14'
9185,06/11/15,557696,'DEBS010111DEB'
9186,30/08/14,91622,'ASDJ640428ASD'
9187,25/06/10,385340,'VEAF691219V31'
9188,14/01/17,410147,'ARHC621011H5'
9189,27/02/11,450181,'LUPA971113LUP'
10041,22/04/14,431804,'MUEN711207E38'
10042,31/03/11,263570,'ALAE611106A17'
10043,14/05/10,274492,'MAMD470409M4'
10044,15/12/10,277334,'SADI980224S3'
10045,22/12/16,524545,'BEOJ760209O45'
10046,21/10/10,179412,'ROAJ671203A11'
10047,02/09/14,463428,'DEDI731111D59'
10048,12/10/14,273393,'SILL661125S56'
10049,07/06/10,377496,'COL931215LKY'
10050,12/11/10,394632,'MACM670418M2'
10051,02/11/12,63337,'DUAO980419D27'
10052,01/10/16,329937,'VAHA530918H8'
10053,21/08/16,384068,'GOEA610307G26'
10054,09/11/16,263566,'BLSA650330BLS'
10055,21/07/16,203556,'HEMJ690903M45'
10056,25/04/12,512160,'SACM731111S31'
10057,16/06/14,181943,'GUPM510526P18'
10058,10/07/10,277788,'MOOR720824MOO'
10059,08/12/16,377375,'ORGD541002G49'
10060,23/05/15,531787,'CAMI690404C9'
10061,11/11/13,473114,'ALNM750217A13'
10062,02/07/11,105105,'PEGM720227G18'
10063,03/04/15,229027,'GRU920117EOQ'
10064,30/12/10,237210,'SUGI080516S26'
10065,15/12/11,427489,'BOCF710520C22'
10066,11/06/16,401861,'LOGG840413L37'
10067,28/06/16,137157,'NASA810328N37'
10068,15/11/16,521533,'VADA000702V54'
10069,09/11/15,47915,'CALL051025CAL'
10070,08/04/17,365817,'MEPO090210M22'
10071,17/01/15,37202,'FUGM720906F29'
10072,22/11/12,260185,'PRBL780523P24'
10073,17/05/15,148060,'HICE430924C10'
10074,06/10/11,176909,'LOAC680715A2'
10075,05/08/14,561514,'POLV631121L8'
10076,14/11/14,33034,'JIGA411102G17'
10077,02/01/11,286919,'NUAJ800902A56'
10078,18/05/12,76787,'ALBJ510413B38'
10079,07/01/12,314871,'COFA750125C1'
10080,24/05/13,354787,'FEZV570627Z7'
10081,09/02/14,156254,'GOMA860917M33'
10082,28/10/10,143842,'VEAF460423A33'
10083,09/07/11,447473,'SAPA710930S17'
10084,08/10/12,233019,'FULA781030F18'
10085,10/06/13,129008,'HEMM850421H32'
10086,28/11/13,293577,'GACG720316C39'
10087,18/03/16,152058,'SAVN811015S16'
10088,13/05/15,358922,'LEPI490320P50'
10089,13/10/11,428142,'COMA770126M8'
10090,04/07/11,335554,'MOLR620819L44'
10091,14/05/13,542273,'COBM750312C28'
10092,04/02/10,271141,'RAAA760819R53'
10093,11/08/12,237773,'DEGL860816D59'
10094,19/08/15,344612,'VASM690908V40'
10095,03/05/16,478737,'GASP950619G31'
10096,05/12/12,168983,'GOCI620717C43'
10097,01/03/12,431335,'PEFP700620F35'
10098,17/12/13,205910,'RORM571118R34'
10099,24/02/14,369560,'HIBG700619H18'
10100,01/08/13,464264,'ALMB920328A33'
10101,07/10/16,258662,'ANJA640424J40'
10102,26/10/16,37528,'GACA490707C33'
10103,20/01/12,207173,'ALMJ741122M12'
10104,19/06/13,500889,'CRRR770715C17'
10105,18/12/14,377523,'MIBR901019M27'
10106,10/05/13,383792,'MAHI410809H7'
10107,08/04/15,33112,'ALMD670410A7'
10108,07/07/10,476140,'PUE030607OBY'
10109,06/02/16,83091,'ALCF860526A25'
10110,11/06/14,32345,'GOCM021107G5'
10111,02/07/13,251804,'EXP671218EXP'
10112,18/05/15,510525,'OLNE930904OLN'
10113,09/09/14,302635,'NANE750921N17'
10114,26/05/10,220655,'MARJ510205R41'
10115,13/11/16,333925,'SOLM630124S27'
10116,27/04/12,163558,'NELR750503N35'
10117,24/11/15,83643,'HICR681108C22'
10118,24/09/12,50450,'CAAM540519A14'
10119,03/07/14,375399,'HEUA770619U32'
10120,22/11/16,307857,'CONA090920C16'
10121,27/02/11,406169,'PRGE690621G49'
10122,21/03/17,539227,'COSI610210C13'
10123,22/09/12,558971,'HEGE781111H13'
10124,26/11/13,368885,'CABO680620B7'
10125,12/10/11,66338,'GADJ991020G18'
10126,19/07/11,526955,'GAVG970725G37'
10127,07/03/17,534916,'ALBN590219B53'
10128,30/12/15,540188,'GAGG450703G5'
10129,28/11/16,394469,'ALAA741113A13'
10130,15/10/12,58336,'PRO960418PDT'
10131,29/04/13,520228,'GULC641103G34'
10132,12/05/12,152359,'UTO920412LPN'
10133,28/06/10,204875,'LLHP830714H38'
10134,16/11/10,381470,'CAPM600417P11'
10135,29/08/15,269692,'ESSC061031E42'
10136,19/04/10,195596,'SAHP440111H18'
10137,13/02/10,460491,'HIFA500407F37'
10138,21/06/14,518688,'SOSL780603S19'
10139,14/04/12,479795,'HICI640309HIC'
10140,21/04/11,203425,'GUGA890625G39'
10141,23/01/13,476009,'LUSA760526L0'
10142,26/07/13,294363,'DUMU400319M35'
10143,22/08/16,350770,'ALSK700906A51'
10144,11/05/10,258109,'FIAC670531F22'
10145,20/05/14,296604,'FRCP041129F34'
10146,20/03/14,396755,'ROPE790828P45'
10147,05/04/11,197054,'CAQA060528C11'
10148,10/01/14,145205,'SUCA620527S2'
10149,03/06/11,321729,'GOVE761111V30'
10150,04/08/14,271918,'DOLI880916D30'
10151,19/10/10,249776,'PEPL561108P48'
10152,12/05/16,313168,'RUVJ480422V23'
10153,12/04/13,333127,'ALRI010209A25'
10154,10/06/14,160487,'COL050723XIS'
10155,30/06/15,437496,'RUHM660208H6'
10156,08/10/11,272749,'PERI661028P8'
10157,08/03/15,388792,'BOJI540624J13'
10158,08/10/11,422550,'PIVM640301V26'
10159,11/09/12,261698,'CRHM671127H44'
10160,14/10/13,33813,'GAPM650104G16'
10161,18/10/16,283583,'MOBS490517B35'
10162,01/11/15,72817,'GASA660815S9'
10163,06/01/13,322363,'IBFM060719I30'
10164,04/10/10,225392,'ALSM610716S4'
10165,20/01/13,442884,'COCE060617COC'
10166,21/12/15,518596,'PACB560105C24'
10167,02/06/12,498986,'BRRJ560103R8'
10168,02/06/10,162883,'ALCJ511019C47'
10169,21/04/10,427624,'MAMV030320M11'
10170,29/05/16,425286,'ALVH040122A4'
10171,08/10/10,168263,'LOSA640821LOS'
10172,20/06/16,44775,'DESE410618S27'
10173,07/05/11,551126,'DECC790708C39'
10174,23/02/10,299608,'COLN970409C27'
10175,12/12/11,551646,'SOHJ811008S23'
10176,28/04/17,490441,'SAVJ790708S49'
10177,21/11/14,295417,'SAHD890210H34'
10178,21/07/10,255531,'FID810811HTK'
10179,09/12/16,464708,'MOPA990730M31'
10180,08/07/12,465976,'ALLD940926A14'
10181,03/09/12,159003,'SASD960416S50'
10182,30/01/12,527131,'CORI741029C41'
10183,24/08/10,117516,'NICC740416N27'
10184,02/03/16,542540,'TRE920203TRE'
10185,17/11/14,180412,'ROLL640404L31'
10186,02/04/10,402488,'LODB741112D56'
10187,14/02/15,381829,'BRBL530928B7'
10188,14/07/16,94655,'VIDE420614D40'
10189,02/03/15,366374,'CODG781017D34'
10190,22/06/11,555781,'LUGE770212L10'
10191,18/12/11,331734,'MODB050702M30'
10192,10/11/16,233494,'Res100922TDW'
10193,22/03/12,339201,'GOCE990118G2'
10194,22/01/15,547711,'COCN620614C23'
10195,18/08/12,33609,'MOAV700121A41'
10196,05/10/13,364811,'SOMM680815M43'
10197,06/02/15,256992,'HELA011206H21'
10198,16/08/13,301067,'GISA661117S57'
10199,25/01/15,412765,'VAAU530401A58'
10200,21/05/14,221676,'ALAO940618A50'
10201,17/03/13,341361,'MOGL420729G11'
10202,09/06/10,51591,'JIHG700524H7'
11385,18/12/13,155846,'MAMF060810M41'
11386,24/10/13,82248,'FECJ810406F22'
11387,30/10/11,152138,'GUGR750113GUG'
11388,09/02/14,81002,'DEHG740109H55'
11389,16/04/15,412289,'LEVR580728V30'
11390,23/03/16,8653,'RAMS500308M34'
11391,16/04/12,453823,'OLVA930213O23'
11392,30/03/16,24251,'CADG651007C13'
11393,31/01/13,341567,'CAEJ631211E10'
11394,19/12/14,209827,'NAPE420624P5'
11395,03/09/11,121121,'HIYE450520Y54'
11396,21/12/11,228246,'MACL630814M35'
11397,05/03/12,256722,'HEBE560913B25'
11398,18/04/15,555476,'CAMJ670607M55'
11399,20/01/16,73165,'LUJS080302L15'
11400,04/10/14,142097,'NIDA561027D4'
11401,17/04/17,537432,'MASY510823S25'
11402,08/12/12,552006,'ESRE991116E4'
11403,03/06/16,50809,'LOPJ610302LOP'
11404,03/06/14,366499,'SALI560224L18'
11405,04/02/10,515437,'REOA520625O20'
11406,16/09/12,400906,'DEBH000810DEB'
11407,08/11/15,273741,'VAMR710927M54'
11408,27/03/14,213794,'JIPI681126P10'
11409,27/09/13,526251,'MIMH621126M44'
11410,01/04/15,29666,'MAMF430630M35'
11411,19/04/13,318915,'URRS790828R29'
11412,04/02/15,468058,'SAVM891215SAV'
11413,25/10/11,25648,'MODN560313D13'
11414,16/10/11,501086,'JIME010920J26'
11415,24/09/10,31532,'CAC040609NJV'
11416,09/07/11,228241,'ALI871121RZT'
11417,15/11/14,147748,'GUFA080403G35'
11418,27/09/12,3603,'VIPH560808P42'
11419,14/11/15,308410,'ABFJ720313A56'
11420,01/12/14,262889,'GOPE930522G14'
11421,19/02/11,38289,'MAMC460918M11'
11422,09/05/14,99296,'ULAL970913U27'
11423,15/08/13,423706,'PIDG981122P15'
11424,15/10/13,325065,'ROVI830606R5'
11425,01/12/15,21030,'CAEB400315E13'
11426,26/01/16,537117,'SANE070530S49'
11427,23/11/12,198922,'DOSJ950329D35'
11428,20/06/13,188971,'CAGT890924C4'
11429,23/12/12,474976,'LOCR590829C20'
11430,04/07/10,302201,'DEPD871008DEP'
11431,04/09/11,456173,'HEJA630324J58'
11432,17/11/11,181789,'VEMJ900626M31'
11433,29/12/16,449871,'ALAY630423A53'
11434,24/05/14,309195,'CAFJ531005F44'
11435,05/12/13,93164,'ALSM840621A16'
11436,01/09/15,79085,'PAN820708PAN'
11437,19/11/11,206867,'CAFV970111C18'
11438,18/07/10,366836,'QUMA400713M7'
11439,14/02/12,263809,'BOPJ680918P39'
11440,09/07/14,532911,'CRBA671006C41'
11441,05/07/15,57665,'CAPL640224C36'
11442,17/11/13,128551,'PARM950228P16'
11443,11/09/11,415351,'VAND700514VAN'
11444,22/07/13,19071,'SOAO710529S55'
11445,05/12/10,264875,'GURA750603G46'
11446,17/04/14,308589,'CRVG720728V4'
11447,27/07/12,321757,'MAAL061115M6'
11448,08/05/15,261309,'GINJ681106N14'
11449,21/02/11,205548,'MAML710420M59'
11450,22/11/16,511680,'ARIA060323A21'
11451,19/03/13,195982,'GOCN770126C45'
11452,25/02/14,255829,'MAAN420601A23'
11453,22/11/10,442404,'SAMD950703S13'
11454,21/12/14,504898,'RUPF740911P58'
11455,31/05/12,433901,'DION630305D32'
11456,29/10/10,468676,'LOME740221M46'
11457,11/05/14,493613,'ARVJ860410A9'
11458,08/10/13,256082,'LOAM430324A1'
11459,10/02/15,150249,'HEDD420213D45'
11460,03/10/12,224903,'MALD841112M35'
11461,17/03/15,298746,'COLE800221L59'
11462,03/03/16,524913,'GUA020629PKF'
11463,13/02/14,478579,'MOGC010531M38'
11464,11/03/10,324012,'DEME740109D55'
11465,09/08/13,133997,'DIMO620313M32'
11466,08/10/10,291284,'BEMR830611M52'
11467,23/01/12,292458,'SAMG560604M48'
11468,19/02/14,98424,'VAMJ620527VAM'
11469,06/12/14,78588,'GONM840718G41'
11470,22/01/10,320014,'GOGE801206G34'
11471,28/04/16,513829,'AGOA950223A28'
11472,15/11/14,95608,'ROCL091118ROC'
11473,21/05/15,238519,'FEGM700729G19'
11474,21/11/10,377573,'AGPE870513P30'
11475,10/01/13,161660,'JIRC550711R46'
11476,08/12/14,108894,'ARCY730627C12'
11477,21/12/11,482307,'DORL440828R12'
11478,08/09/15,208446,'ORG040504MFK'
11479,14/01/15,62281,'BUMM590411M7'
11480,01/09/10,378738,'DEBH680715B48'
11481,26/02/11,127498,'BRFE660518F8'
11482,05/03/14,21842,'PEPA000914P37'
11483,24/11/15,394131,'ULSR661101S36'
11484,15/07/15,202527,'MORR090129M22'
11485,09/09/14,455198,'ORDG970924O38'
11486,12/07/11,213594,'FURH730729R34'
11487,16/02/11,19117,'FRRA680427R8'
11488,13/09/12,263433,'LOAW980824L40'
11489,09/05/14,396264,'MOZO841212M48'
11490,29/12/11,12732,'ORPA860421O42'
11491,25/07/13,563390,'VIRF990728V10'
11492,28/03/10,478771,'GOSD800809G38'
11493,10/06/16,72651,'ROLG830913L58'
11494,07/08/13,61641,'MIMC651109M1'
11495,25/07/13,415659,'DOGJ760830G17'
11496,20/11/13,63094,'NASV450412S11'
11497,29/01/11,219089,'VAJA670819V17'
11498,29/01/15,95933,'FRDO700717F13'
11499,27/06/16,279341,'MAAE751101M27'
11500,12/04/17,396547,'PEJG690309J36'
11501,13/04/11,428314,'DENG621023D29'
11502,03/12/12,34263,'IGDR800808D22'
11503,10/11/10,353200,'ROAR870203R28'
11504,19/05/15,468109,'ARMJ870808A16'
11505,01/02/12,287397,'ROAL620830A10'
11506,28/04/11,384932,'GASL880125G0'
11507,07/02/14,240078,'BOHD600614H7'
11508,03/12/14,455990,'CALD970926C4'
11509,29/06/10,320573,'VEMH680408M2'
11510,27/03/14,64616,'VECF620902VEC'
11511,09/05/13,540990,'MAAL810404A45'
11512,16/12/12,105502,'ALMR621205M6'
11513,23/04/12,55706,'HEPU661118P10'
11514,09/04/11,287941,'RAGN770203G35'
11515,30/06/14,213920,'NEPA620617P53'
11516,01/11/11,5585,'ARMJ670409A34'
11517,15/04/16,522922,'FURJ580220R14'
11518,10/08/14,34397,'ALMA720429A51'
11519,22/03/13,446378,'BEPL040508BEP'
11520,30/07/12,380465,'ALNA791023N7'
11521,10/01/10,406004,'EST841018JBE'
11522,14/03/17,322569,'ROBD571008B20'
11523,07/09/14,418576,'CEN040824QJC'
11524,02/09/14,145850,'RES720524RES'
11525,15/10/10,286047,'ALGH820413G11'
11526,24/04/11,378117,'SUBI680422S18'
11527,27/04/13,71565,'BEQA060321B47'
11528,22/04/11,117421,'GACS840301C50'
11529,11/01/10,282770,'DORU650927R35'
11530,10/03/10,216628,'ARPC710218P24'
11531,25/02/15,69813,'CABA630810B8'
11532,07/02/12,36939,'NEDG431114D29'
11533,28/10/10,166705,'DIDP620712D57'
11534,30/05/16,148803,'PRAJ700312A57'
11535,23/04/10,241165,'VACE640613C20'
11536,09/10/13,229621,'HEQN940628H3'
11537,08/02/11,553673,'FESA681104S51'
11538,18/03/15,138630,'FLRA560701R19'
11539,01/08/14,41106,'PEVA711203P23'
11540,17/11/11,195682,'MOMS610604M24'
11541,16/12/12,2491,'MAUC750714U10'
11542,30/10/13,559629,'GAGA890626G41'
11543,14/06/14,256558,'RENE031130REN'
11544,12/12/16,521684,'CAHE610206H58'
11545,19/08/10,463551,'GUVM631009V34'
11546,19/08/14,95861,'PILA461203L50'
11547,18/11/16,130072,'CAPC640319P40'
11548,28/12/12,291634,'SAMJ850712S48'
11549,27/02/12,455502,'NUGM700503G54'
11550,29/08/14,165981,'GISC460724S42'
11551,12/08/14,64365,'SAGA640716G54'
11552,24/12/12,317490,'VAJA560711J31'
11553,08/04/15,531750,'ROME880212M29'
11554,10/07/15,378320,'VILR630105V40'
11555,23/02/13,353768,'PEVJ440617V0'
11556,14/07/10,279184,'LOCM400916C54'
11557,05/10/14,151753,'TRA871025AOL'
11558,18/09/11,113044,'SAVB640923S52'
11559,18/08/10,294294,'ALMD030606A5'
11560,30/12/11,24443,'JIFJ790825J32'
11561,02/06/12,529232,'NEHA770211H24'
11562,21/11/12,918,'REAJ681126A14'
11563,22/09/16,409886,'RAHR410327H9'
11564,01/02/12,228592,'MAAH620415A25'
11565,20/03/10,236650,'CASM610614CAS'
11566,10/01/17,333361,'BAMM730428B18'
11567,14/10/11,85363,'UBDC040915U52'
11568,14/03/16,280621,'ESPJ030531E51'
11569,20/02/10,546884,'VECL080304V30'
11570,12/05/10,113464,'CAHA990301C55'
11571,09/03/16,165898,'VAMA530422M58'
11572,26/05/13,404481,'COPJ980111C55'
11573,29/11/11,528684,'RORC400312R31'
11574,24/08/14,226079,'COM020514COM'
11575,04/11/10,131971,'RONJ751213N24'
11576,22/10/15,79951,'LOMJ830302M40'
11577,17/11/11,172139,'CAPJ891213C33'
11578,05/05/16,135471,'CEUO941121CEU'
11579,29/10/10,197400,'HINI710120N56'
11580,21/10/10,125221,'LEOI770919O30'
11581,18/06/16,516241,'IGVM890208I44'
8591,08/04/13,217977,'CIN000706QXU'
8592,17/09/13,138800,'CRSH790520C16'
8593,27/02/17,334415,'LISA881127L5'
8594,31/01/14,284152,'LLME780724LLM'
8595,30/03/13,115545,'FLFA810821F20'
8596,05/04/12,144283,'GIDM780502GID'
8597,06/04/12,11154,'CACA500823C7'
8598,08/04/14,478658,'PIDJ501021D13'
8599,07/04/13,218611,'VASA430617S39'
8600,10/02/16,139238,'RAMS700907M34'
8601,12/04/16,9003,'FILA471017L13'
8602,23/07/13,166917,'VARL831015V32'
8603,21/02/15,537632,'MELJ020720M40'
8604,05/12/11,157699,'SAGA570611G2'
8605,19/03/10,17053,'PAMD860408M25'
8606,02/05/16,362102,'REOX090205R12'
8607,26/10/15,290836,'MAJA080605M26'
8608,11/09/11,355727,'CAFI710222F36'
8609,25/11/10,118287,'PEVO890508P46'
8610,05/07/11,340753,'BASE030423B41'
8611,26/10/11,103518,'DEAA830413D22'
8612,18/03/15,441650,'PENA060306P8'
8613,28/02/15,163041,'MIAJ671031M26'
8614,30/09/15,35344,'BOD080829FXY'
8615,14/11/10,48834,'CRMU050612C19'
8616,26/01/11,466965,'DEPG971215DEP'
8617,18/12/13,248319,'DOGM010609D41'
8618,25/08/12,172142,'LUCM560827C33'
8619,01/01/11,78180,'ALMU661214M20'
8620,31/12/15,427094,'FUVM810108V40'
8621,07/06/16,555670,'AGRE860517A16'
8622,05/11/14,342672,'LECH850411LEC'
8623,13/10/14,75007,'LEPC450906P30'
8624,19/05/13,479752,'SIAM670214S16'
8625,24/09/12,334844,'DUHJ660830D29'
8626,01/07/15,335395,'ALAM820129A50'
9796,19/07/15,117454,'AGVR451102V31'
9797,29/08/14,44754,'OCDE070219O9'
9798,26/02/15,142242,'NEHT630808N23'
9799,26/12/13,232245,'VIBB691218V6'
9800,16/03/10,326835,'PEMO691018M23'
9801,31/01/16,343040,'SAUP890525S38'
9802,18/10/11,376833,'CAMN660909M37'
9803,04/09/15,404887,'POVM741027P56'
11188,31/05/10,561411,'VELM890502V47'
11189,07/11/13,458457,'MAID691118M47'
11190,02/09/14,452872,'AGMM770117M43'
11191,07/01/12,389004,'BEAA731211A53'
11192,06/07/16,439921,'VIAJ550814A12'
11193,11/09/11,542208,'CODS710117D10'
11194,30/07/15,208403,'LUC910115NIE'
11195,23/11/12,258317,'VIVU781120V49'
11196,03/03/12,467082,'PEGL680603G8'
11197,19/10/14,63990,'OLJR471003J35'
11198,03/08/16,133269,'LOBN430322B13'
11199,21/11/14,23453,'MALE410831L18'
11200,02/10/11,519635,'FUHA891121F9'
11201,05/12/12,219972,'ORML040124O21'
11202,04/03/16,169436,'GUVP720614G10'
11203,18/11/11,124427,'MACJ720928C36'
11204,08/03/16,183362,'RUPI550104P9'
11205,13/11/11,414044,'SIAJ760630A19'
11206,15/06/13,454505,'NANS881020N20'
11207,15/05/10,438493,'ALDN680605D14'
11208,28/03/13,356267,'PIDE450814D6'
11209,05/07/15,445135,'COL890924FAM'
11210,06/04/15,99648,'SAAM040602S11'
11211,21/06/11,481708,'MERM620311R8'
11212,13/06/10,213840,'MAMJ791011M16'
11213,15/04/12,209335,'SUAR641022A44'
11214,22/08/15,55585,'LLOC710912O43'
11215,16/10/11,353888,'LOMD710815L31'
11216,23/02/14,112950,'DECA970215D52'
11217,25/09/15,70360,'VAAR620221A35'
11218,07/04/14,416333,'MOVJ810314M22'
11219,04/07/16,366246,'SOMA400710M49'
11220,02/06/11,545822,'NEBE491110B21'
11221,06/08/14,523018,'MACT690707C17'
11222,21/04/12,366385,'ALOM560903O24'
11223,06/09/11,2110,'GOPA720623G14'
11224,01/03/13,274523,'SOSJ850905S45'
11225,08/06/11,236523,'ALAH570125A26'
11226,15/06/15,397120,'PASA690624S47'
11227,08/12/13,247652,'JOMN671006M20'
11228,12/01/14,308462,'ALVL011027A48'
11229,31/01/11,301834,'FRCJ430214C13'
11230,16/09/15,156885,'COGE900513C41'
11231,02/06/12,269652,'MAVM050314M20'
11232,18/11/15,351265,'JOCD850526C37'
11233,14/03/17,550038,'ALNR670722N18'
11234,13/06/14,428044,'ESRD430325R16'
11235,25/06/12,84757,'MOEC030621M51'
11236,04/04/11,345838,'GOYJ780613Y16'
11237,04/03/13,177673,'RONO750812RON'
11238,14/07/13,439407,'CAFD701002C12'
11239,30/09/14,453330,'ALRA680305R52'
11240,09/06/14,370834,'ESHB060910E17'
11241,01/02/10,268589,'MAVJ820624V45'
11242,28/07/15,229575,'GAGR680811G35'
11243,12/07/13,222830,'GACM990824G40'
11244,23/08/10,47352,'BRBJ630129B28'
11245,12/09/13,300456,'JIVM841030J0'
11246,17/10/16,525216,'BRYT810606Y12'
11247,11/09/10,161581,'QUZI821003Q50'
11248,07/06/15,280667,'RUVV540603V31'
11249,14/02/17,519851,'MABJ690428M54'
11250,12/08/13,357331,'SAAE630828SAA'
11251,21/12/12,99930,'ROGM630903R4'
11252,01/12/14,529670,'ESCW020711E8'
11253,17/08/10,327284,'BOMM080227B15'
11254,01/09/12,73133,'COUF690829C14'
11255,22/01/13,94750,'OCCM840515C45'
11256,21/10/16,559665,'ARSG960903A55'
11257,19/07/13,317965,'GAAE621008G25'
11258,25/02/14,408277,'PEPE821126P13'
11259,23/03/15,425710,'GAIJ860228G29'
11260,15/03/15,137265,'NILA680327L14'
11261,07/03/12,459632,'GOMA651217M13'
11262,09/06/11,484143,'FUMG630430F0'
11263,25/05/13,198668,'GUMH521123M57'
11264,24/11/12,264972,'COGL840803C14'
